"Código","Nombre científico oficial"
"Melcas","Melanotus castanipes"
"Melcav","Meloe cavensis"
"Melcic","Meloe cicatricosus"
"Melcil","Melica ciliata"
"Melcin","Melitaea cinxia"
"Melci2","Melica ciliata subsp. magnolii"
"Melci3","Melica ciliata subsp. ciliata"
"Melcri","Melampyrum cristatum"
"Meldei","Melitaea deione"
"Meldic","Melanotus dichrous"
"Meldid","Melitaea didyma"
"Melful","Meliboeus fulgidicollis"
"Melgal","Melanargia galathea"
"Melgra","Melicius gracilis"
"Melhip","Melolontha hippocastani"
"Melind","Melilotus indicus"
"Meline","Melanargia ines"
"Mellac","Melanargia lachesis"
"Melmel","Melittis melissophyllum subsp. melissophyllum"
"Melmeo","Melolontha melolontha"
"Melmes","Meles meles"
"Melmin","Melica minuta"
"Melmor","Meligethes morosus"
"Melnea","Melilotus neapolitanus"
"Melocc","Melanargia occitanica"
"Meloff","Melilotus officinalis"
"Melpap","Melolontha papposa"
"Melpar","Melitaea parthenoides"
"Melpho","Melitaea phoebe"
"Melpra","Melampyrum pratense"
"Melpro","Melanthia procellata"
"Melprs","Meloe proscarabaeus"
"Melrus","Melanargia russiae"
"Melscu","Melanoleptura scutellata"
"Melsul","Melilotus sulcatus"
"Melten","Melanotus tenebrosus"
"Meltri","Melitaea trivia"
"Melund","Melopsittacus undulatus"
"Meluni","Melica uniflora"
"Melvar","Meloe variegatus"
"Melvil","Melanotus villosus"
"Melvio","Meloe violaceus"
"Menabr","Menophra abruptaria"
"Menaqu","Mentha aquatica"
"Mendum","Mentha x dumetorum"
"Menlon","Mentha longifolia"
"Mennyc","Menophra nycthemeraria"
"Menpul","Mentha pulegium"
"Menspi","Mentha spicata"
"Mensua","Mentha suaveolens"
"Merann","Mercurialis annua"
"Merapi","Merops apiaster"
"Merbal","Merrifieldia baliodactyla"
"Merhue","Mercurialis huetii"
"Merper","Mercurialis perennis"
"Merpyr","Merendera pyrenaica"
"Mertom","Mercurialis tomentosa"
"Mesace","Mesogona acetosellae"
"Mescol","Mesocoelopus collaris"
"Mescun","Mesites cunipes"
"Mesmau","Mesiotelus mauritanicus"
"Mesneb","Mesosa nebulosa"
"Messca","Mesolestes scapularis"
"Messec","Mesapamea secalis"
"Metcon","Metzgeria conjugata"
"Metfur","Metzgeria furcata"
"Metlam","Metallina lampros"
"Metlat","Methorasa latreillei"
"Metmer","Metellina merianae"
"Meuath","Meum athamanticum"
"Mibmin","Mibora minima"
"Micagr","Microtus agrestis"
"Micarv","Microtus arvalis"
"Miccor","Microlestes corticalis"
"Miccur","Microbryum curvicollum"
"Micdav","Microbryum davallianum"
"Micduo","Microtus duodecimcostatus"
"Micger","Microtus gerbei / Pitymys pyrenaicus"
"Miclon","Micrasema longulum"
"Miclus","Microtus lusitanicus"
"Micmau","Microlestes maurus"
"Micmin","Micrasema minimum"
"Micneg","Microlestes negrita"
"Micsal","Micropterus salmoides"
"Micsta","Microbryum starkeanum"
"Micten","Micropyrum tenellum"
"Mileff","Milium effusum"
"Milmig","Milvus migrans"
"Milmil","Milvus milvus"
"Milmin","Miltochrista miniata"
"Mimtil","Mimas tiliae"
"Mincam","Minuartia campestris subsp. campestris"
"Mindic","Minuartia dichotoma"
"Minfun","Minuartia funkii"
"Minham","Minuartia hamata"
"Minhyb","Minuartia hybrida"
"Minhy2","Minuartia hybrida subsp. hybrida"
"Minhy3","Minuartia hybrida subsp. vaillantiana"
"Minlun","Minucia lunaris"
"Minrec","Minuartia recurva"
"Minrub","Minuartia rubra"
"Minsch","Miniopterus schreibersii"
"Minver","Minuartia verna"
"Misoro","Misopates orontium"
"Misvat","Misumena vatia"
"Mnihor","Mnium hornum"
"Mnilyc","Mnium lycopodioides"
"Mnispi","Mnium spinulosum"
"Mniste","Mnium stellare"
"Mnitho","Mnium thomsonii"
"Moeere","Moenchia erecta subsp. erecta"
"Moepen","Moehringia pentandra"
"Moetri","Moehringia trinervia"
"Molcae","Molinia caerulea"
"Monfon","Montia fontana"
"Monfo2","Montia fontana subsp. amporitana"
"Monfo3","Montia fontana subsp. chondrosperma"
"Mongal","Monochamus galloprovincialis"
"Monhyp","Monotropa hypopitys"
"Monniv","Montifringilla nivalis"
"Monpic","Monotoma picipes"
"Monsax","Monticola saxatilis"
"Monsol","Monticola solitarius"
"Morabd","Mordellochroa abdominalis"
"Moracu","Mordella aculeata"
"Morasp","Morinus asper"
"Mormau","Mormo maura"
"Mormor","Moricandia moricandioides"
"Morneu","Mordellistena neuwaldeggiana"
"Mornig","Morus nigra"
"Morper","Mordellistenula perrisi"
"Morvar","Mordellistena variegata"
"Motalb","Motacilla alba"
"Motcin","Motacilla cinerea"
"Motfla","Motacilla flava"
"Murbor","Murbeckiella boryi"
"Muscom","Muscari comosum"
"Muserm","Mustela erminea"
"Muslut","Mustela lutreola"
"Musmus","Mus musculus / Mus domesticus"
"Musneg","Muscari neglectum"
"Musnig","Musaria nigripes"
"Musniv","Mustela nivalis"
"Muspro","Muschampia proto"
"Musput","Mustela putorius"
"Musspr","Mus spretus"
"Musstr","Muscicapa striata"
"Musvis","Mustela vison"
"Myclep","Mycetoporus lepidus"
"Mycmau","Mycetochara maura"
"Mycmur","Mycelis muralis"
"Mycpun","Mycetoporus punctus"
"Mycqua","Mycetochara quadrimaculata"
"Mycruf","Mycetoporus rufescens"
"Mycsol","Mycetoporus solidicornis"
"Myimon","Myiopsitta monachus"
"Myispp","Myiatropa spp"
"Myldej","Mylabris dejeani"
"Mylhie","Mylabris hieracii"
"Mylpau","Mylabris pauper"
"Mylqua","Mylabris quadripunctata"
"Mylvab","Mylabris variabilis"
"Mylvar","Mylabris varians"
"Myoalc","Myotis alcathoe"
"Myoalp","Myosotis alpestris"
"Myoarv","Myosotis arvensis"
"Myobec","Myotis bechsteinii"
"Myobly","Myotis blythii"
"Myodau","Myotis daubentonii"
"Myodec","Myosotis decumbens subsp. teresiana"
"Myodis","Myosotis discolor"
"Myodi2","Myosotis discolor subsp. discolor"
"Myoema","Myotis emarginatus"
"Myogla","Myodes glareolus / Clethrionomys glareolus"
"Myomin","Myosurus minimus"
"Myomyo","Myotis myotis"
"Myomys","Myotis mystacinus"
"Myonat","Myotis nattereri"
"Myonem","Myosotis nemorosa"
"Myoram","Myosotis ramosissima"
"Myora2","Myosotis ramosissima subsp. globularis"
"Myora3","Myosotis ramosissima subsp. ramosissima"
"Myosto","Myosotis stolonifera"
"Myostr","Myosotis stricta"
"Myrger","Myricaria germanica"
"Myrmac","Myrmeleotettix maculatus hispanicus"
"Myrnod","Myrrhoides nodosa"
"Mytalb","Mythimna albipuncta"
"Mytcon","Mythimna conigera"
"Mytfer","Mythimna ferrago"
"Mytl-a","Mythimna  l-album"
"Mytsic","Mythimna sicula"
"Mytuni","Mythimna unipuncta"
"Mytvit","Mythimna vitellina"
"Myujul","Myurella julacea"
"Naispp","Nais spp."
"Nallae","Nalassus laevioctostriatus"
"Nallon","Nalassus longipennis"
"Narass","Narcissus assoanus"
"Narast","Narcissus asturiensis"
"Narbul","Narcissus bulbocodium"
"Narbu2","Narcissus bulbocodium subsp. bulbocodium"
"Nardub","Narcissus dubius"
"Nareug","Narcissus eugeniae"
"Nargeo","Nardia geoscyphus"
"Narrup","Narcissus rupicola"
"Narstr","Nardus stricta"
"Nartri","Narcissus triandrus subsp. triandrus"
"Nartr2","Narcissus triandrus subsp. pallidulus"
"Natbre","Nathrius brevipennis"
"Natmau","Natrix maura"
"Natnat","Natrix natrix"
"Neaapu","Neatostema apulum"
"Nebbre","Nebria brevicollis"
"Nebcan","Nebrioporus canaliculatus"
"Nebfab","Nebrioporus fabressei"
"Nebpic","Nebria picicornis"
"Nebsal","Nebria salina"
"Nebsan","Nebrioporus sansii"
"Nebvui","Nebria vuillefroyi"
"Neccom","Neckera complanata"
"Neccri","Neckera crispa"
"Necmen","Neckera menziesii"
"Necpum","Neckera pumila"
"Necruf","Necrobia rufipes"
"Necvio","Necrobia violacea"
"Nehliv","Nehemitropia lividipennis"
"Nemchr","Nemognatha chrysomelina"
"Nemdub","Nemesia dubia"
"Nemelo","Nemozoma elongatum"
"Nemfas","Nemophora fasciella"
"Nemsch","Nematopogon schwarziellus"
"Nemsil","Nemobius silvestris"
"Nemspp","Nemoura spp."
"Nennen","Nendayus nenday"
"Neoadi","Neoscoma adianta"
"Neoano","Neomys anomalus"
"Neofer","Neocrepidodera ferruginea"
"Neofod","Neomys fodiens"
"Neoger","Neocoenorrhinus germanicus"
"Neomac","Neotinea maculata"
"Neonid","Neottia nidus-avis"
"Neoper","Neophron percnopterus"
"Neotra","Neocrepidodera transversa"
"Neovil","Neobisnius villosulus"
"Neovis","Neovison vison"
"Nepbel","Nepeta beltranii"
"Nepcat","Nepeta cataria"
"Nepcin","Nepa cinerea"
"Nepnep","Nepeta nepetella"
"Nepne2","Nepeta nepetella subsp. aragonensis"
"Nepne3","Nepeta nepetella subsp. cordifolia"
"Neptub","Nepeta tuberosa"
"Nerpel","Neriene peltata"
"Nespan","Neslia paniculata subsp. thracica"
"Netcup","Netocia cuprea"
"Netmor","Netocia morio"
"Netobl","Netocia oblonga"
"Netopa","Netocia opaca"
"Netruf","Netta rufina"
"Nicint","Nicrophorus interruptus"
"Nicves","Nicrophorus vespilloides"
"Nicvet","Nicrophorus vestigator"
"Niggal","Nigella gallica"
"Niphar","Niphargidae"
"Noccom","Noctua comes"
"Nocfim","Noctua fimbriata"
"Nocint","Noctua interposita"
"Nocjan","Noctua janthe"
"Nocorb","Noctua orbona"
"Nocpro","Noctua pronuba"
"Nolcon","Nola confusalis"
"Nolcuc","Nola cucullatella"
"Nomaus","Nomisia aussereri"
"Nomnoc","Nomophila noctuella"
"Nornit","Normandia nitens"
"Notaes","Notiophilus aestuans"
"Notbig","Notiophilus biguttatus"
"Notcyn","Notocelia cynosbatella"
"Notqua","Notiophilus quadripunctatus"
"Notrob","Notocelia roborana"
"Notruf","Notiophilus rufipes"
"Nottri","Notodonta tritophus"
"Notvar","Notaphus varius"
"Notzic","Notodonta ziczac"
"Numarq","Numenius arquata"
"Numpha","Numenius phaeopus"
"Nusdis","Nustera distigma"
"Nyclas","Nyctalus lasiopterus"
"Nyclei","Nyctalus leisleri"
"Nycmur","Nyctobria muralis"
"Nycnoc","Nyctalus noctula"
"Nycnot","Nychiodes notarioi"
"Nycnyc","Nycticorax nycticorax"
"Nymant","Nymphalis antiopa"
"Nymhol","Nymphicus hollandicus"
"Nympol","Nymphalis polychloros"
"Obelin","Oberea linearis"
"Obeocu","Oberea oculata"
"Ocapic","Ocalea picata"
"Ochcas","Ochlerotatus caspius"
"Ochema","Ochthephilus emarginatus"
"Ochexs","Ochthebius exsculptus"
"Ochhey","Ochthebius heydeni"
"Ochlat","Ochina latreilli"
"Ochple","Ochropleura plecta"
"Ochpti","Ochina ptinoides"
"Ochsyl","Ochlodes sylvanus"
"Ocnrub","Ocneria rubea"
"Ocnzor","Ocnogyna zoraida"
"Ocyaen","Ocypus aeneocephalus"
"Ocyatr","Ocydromus atrocaeruleus"
"Ocycal","Ocydromus callosum"
"Ocydel","Ocydromus deletus"
"Ocydud","Ocydromus dudichi"
"Ocyhar","Ocys harpaloides"
"Ocyhyp","Ocydromus hypocrita"
"Ocyibe","Ocydromus ibericum"
"Ocyole","Ocypus olens"
"Ocypic","Ocypus picipennis"
"Ocyste","Ocydromus stephensii"
"Odepru","Odenestis pruni"
"Odijuc","Odice jucunda"
"Odoalb","Odontocerum albicorne"
"Odobid","Odontopera bidentata"
"Odoeli","Odontites eliassennenii"
"Odokal","Odontites kaliformis"
"Odolon","Odontites longiflora"
"Odolut","Odontites luteus"
"Odover","Odontites verna"
"Odove2","Odontites verna subsp. serotina"
"Odove3","Odontites verna subsp. verna"
"Odovis","Odontites viscosa"
"Oecpel","Oecanthus pellucens"
"Oedcae","Oedipoda caerulescens"
"Oedcha","Oedipoda charpentieri"
"Oedcin","Oedionychis cinctus"
"Oedfem","Oedemera femorata"
"Oedfla","Oedemera flavipes"
"Oedfus","Oedipoda fuscocincta"
"Oedger","Oedipoda germanica"
"Oednob","Oedemera nobilis"
"Oedpod","Oedemera podagrariae"
"Oedpth","Oedemera pthysica"
"Oedsim","Oedemera simplex"
"Oedsub","Oedemera subulata"
"Oenbie","Oenothera biennis"
"Oencro","Oenanthe crocata"
"Oenfus","Oenas fusicornis"
"Oengla","Oenothera glazioviana"
"Oenhis","Oenanthe hispanica"
"Oenlac","Oenanthe lachenalii"
"Oenleu","Oenanthe leucura"
"Oenoen","Oenanthe oenanthe"
"Oictho","Oiceoptoma thoracica"
"Oleeur","Olea europaea"
"Olilat","Oligia latruncula"
"Olirot","Olisthopus rotundatus"
"Oliver","Oligia versicolor"
"Omaexc","Omalium excavatum"
"Omariv","Omalium rivulare"
"Omasup","Omalotheca supina"
"Omasu2","Omalotheca supina subsp. pusilla"
"Omasyl","Omalotheca sylvatica"
"Omasy2","Omalotheca sylvatica subsp. Carpetana"
"Omaval","Omalium validum"
"Omohae","Omocestus haemorrhoidalis"
"Omolim","Omophron limbatum"
"Omopan","Omocestus panteli"
"Omoven","Omocestus ventralis"
"Omovir","Omocestus viridulus"
"Omplun","Omphaloscelis lunosa"
"Oncmyk","Oncorhynchus mykiss"
"Oncsem","Oncocera semirubella"
"Onoaca","Onopordon acanthium"
"Onoac1","Onopordum acaulon subsp. acaulon"
"Onoara","Ononis aragonensis"
"Onoarg","Onobrychis argentea subsp. hispanica"
"Onoar2","Onobrychis argentea subsp. Argentea"
"Onocor","Onopordon corymbosum"
"Onofru","Ononis fruticosa"
"Onomin","Ononis minutissima"
"Ononat","Ononis natrix subsp. natrix"
"Ononer","Onopordon nervosum"
"Onopus","Ononis pusilla"
"Onorec","Ononis reclinata"
"Onorot","Ononis rotundifolia"
"Onosax","Onobrychis saxatilis"
"Onospi","Ononis spinosa subsp. spinosa"
"Onosp2","Ononis spinosa subsp. antiquorum"
"Onosp3","Ononis spinosa subsp. maritima"
"Onostr","Ononis striata"
"Onotri","Ononis tridentata"
"Onovic","Onobrychis viciifolia"
"Onovis","Ononis viscosa subsp. breviflora"
"Ontfra","Onthophagus fracticornis"
"Ontmur","Ontholestes murinus"
"Ontrio","Ontholestes riojanus"
"Onycos","Onychogomphus costae"
"Onyfor","Onychogomphus forcipatus"
"Onyunc","Onychogomphus uncatus"
"Oodhel","Oodes helopioides"
"Ophapi","Ophrys apifera"
"Opharn","Ophrys arnoldii"
"Ophave","Ophrys aveyronensis"
"Ophbil","Ophrys bilunulata"
"Ophcas","Ophrys castellana"
"Ophcor","Ophonus cordatus"
"Ophdyr","Ophrys dyris"
"Ophfus","Ophrys fusca"
"Ophfu2","Ophrys fusca gr."
"Ophinc","Ophrys incubacea"
"Ophins","Ophrys insectifera"
"Ophlue","Ophisthograptis luteolata"
"Ophlup","Ophrys lupercalis"
"Ophlut","Ophrys lutea"
"Ophlu2","Ophrys lupercalis x O. Bilunulata"
"Ophman","Ophrys x manfredoniae"
"Ophpas","Ophrys passionis"
"Ophpic","Ophrys picta"
"Ophrio","Ophrys riojana"
"Ophsco","Ophrys scolopax"
"Ophsc2","Ophrys scolopax x tenthredinifera"
"Ophspe","Ophrys speculum"
"Ophsph","Ophrys sphegodes"
"Ophten","Ophrys tenthredinifera"
"Ophvas","Ophrys vasconica"
"Ophvul","Ophioglossum vulgatum L."
"Opidom","Opilo domesticus"
"Opimol","Opilo mollis"
"Opscae","Opsilia caerulescens"
"Opscoe","Opsilia coerulescens"
"Opumax","Opuntia maxima"
"Orccha","Orchis champagneuxii"
"Orcfra","Orchis fragrans"
"Orcita","Orchis italica"
"Orclan","Orchis langei"
"Orcmas","Orchis mascula"
"Orcmil","Orchis militaris"
"Orcmor","Orchis morio"
"Orcpic","Orchis picta"
"Orcpro","Orchis provincialis"
"Orcpur","Orchis purpurea"
"Orcpu2","Orchis purpurea x Aceras anthropophorum"
"Orcund","Orchesia undulata"
"Orcust","Orchis ustulata"
"Orecon","Oreochloa confusa"
"Oregua","Oreocarabus guadarramus"
"Oresan","Oreodytes sanmarkii"
"Oresep","Oreodytes septentrionales"
"Orevil","Orectochilus villosus"
"Organt","Orgyia antiqua"
"Orgaur","Orgyia aurolimbata"
"Oriori","Oriolus oriolus"
"Orivul","Origanum vulgare subsp. vulgare"
"Orncom","Ornithopus compressus"
"Ornnar","Ornithogalum narbonense"
"Ornper","Ornithopus perpusillus"
"Ornpyr","Ornithogalum pyrenaicum"
"Ornumb","Ornithogalum umbellatum"
"Oroalb","Orobanche alba"
"Oroame","Orobanche amethystea subsp. amethystea"
"Oroart","Orobanche artemisiae-campestris"
"Orocer","Orobanche cernua"
"Orogra","Orobanche gracilis"
"Orolae","Orobanche laevis"
"Orolat","Orobanche latisquama"
"Oropur","Orobanche purpurea"
"Ororam","Orobanche ramosa"
"Ororap","Orobanche rapum-genistae"
"Ortaff","Orthotrichum affine"
"Ortaln","Orthocis alni"
"Ortalp","Orthotrichum alpestre"
"Ortano","Orthotrichum anomalum"
"Ortbru","Orthetrum brunneum"
"Ortcan","Orthetrum cancellatum"
"Ortcer","Orthosia cerasi"
"Ortcoe","Orthetrum coerulescens"
"Ortcup","Orthotrichum cupulatum"
"Ortdia","Orthotrichum diaphanum"
"Ortexp","Orthomus expansus"
"Ortgot","Orthosia gothica"
"Orthoc","Orthocladiinae"
"Ortinc","Orthosia incerta"
"Ortlar","Orthotomicus laricis"
"Ortlye","Orthotrichum lyelii"
"Ortnit","Orthetrum nitidinerve"
"Ortobt","Orthotrichum obtusifolium"
"Ortpro","Orthotomicus proximus"
"Ortriv","Orthotrichum rivulare"
"Ortrup","Orthotrichum rupestre"
"Ortsiu","Orthotylus siuranus"
"Ortspe","Orthotrichum speciosum"
"Ortsti","Orthotrichum striatum"
"Ortstr","Orthotrichum stramineum"
"Ortten","Orthotrichum tenellum"
"Orycun","Oryctolagus cuniculus"
"Osmere","Osmoderma eremita"
"Osmreg","Osmunda regalis"
"Ospbip","Osphya bipunctata"
"Osyalb","Osyris alba"
"Othsub","Othius subuliformis"
"Otitar","Otis tarda"
"Otusco","Otus scops"
"Oulduf","Oulema duftschmidi"
"Oulgal","Oulema gallaeciana"
"Oulspp","Oulimnius spp."
"Oultro","Oulimnius troglodytes"
"Oursam","Ourapteryx sambucaria"
"Oxaace","Oxalis acetosella"
"Oxaart","Oxalis articulata"
"Oxacor","Oxalis corniculata"
"Oxalat","Oxalis latifolia"
"Oxyfun","Oxythyrea funesta"
"Oxyhet","Oxyopes heterophthalmus"
"Oxyhia","Oxyrrhynchium hians"
"Oxylaq","Oxytelus laqueatus"
"Oxylin","Oxyopes lineatus"
"Oxyspe","Oxyrrhynchium speciosum"
"Oxyste","Oxypoda steineri"
"Paccer","Pachytodes cerambyciformis"
"Pachip","Pachycnemia hippocastanaria"
"Paclen","Pacifastacus leniusculus"
"Pacpal","Pachybrachis pallidulus"
"Pacpla","Pachybrachis planifrons"
"Pacsag","Pachetra sagittigera"
"Pactib","Pachycnemia tibiaria"
"Paeoff","Paeonia officinalis subsp. microcarpa"
"Pairic","Paida rica"
"Palcom","Palustriella commutata var. commutata"
"Palfal","Palustriella falcata"
"Palfes","Palmar festiva"
"Palpro","Palaeostigus prolongatus"
"Palspi","Pallenis spinosa subsp. spinosa"
"Palspp","Palpomia spp."
"Paluni","Palpita unionalis"
"Palvit","Palpita vitrealis"
"Panbia","Panurus biarmicus"
"Pancap","Panicum capillare"
"Panfla","Panolis flammea"
"Panhal","Pandion haliaetus"
"Paparg","Papaver argemone"
"Papdub","Papaver dubium"
"Paphyb","Papaver hybridum"
"Papmac","Papilio machaon"
"Paprho","Papaver rhoeas"
"Papsom","Papaver somniferum subsp. Setigerum"
"Paraeg","Pararge aegeria"
"Paralb","Paranchus albipes"
"Parame","Pardosa amentata"
"Parapo","Parnassius apollo"
"Pararg","Paronychia argentea var. argentea"
"Parbla","Pardosa blanda"
"Parcap","Paronychia capitata var. capitata"
"Parfla","Paromalus flavicornis"
"Parful","Parascotia fuliginaria"
"Parfuv","Paracorymbia fulva"
"Pargla","Paradiarsia glareosa"
"Parhyb","Paracorymbia hybrida"
"Parinc","Parapholis incurva"
"Parjud","Parietaria judaica"
"Parkap","Paronychia kapela subsp. kapela"
"Parka2","Paronychia kapela var. pseudoaretioides"
"Parlat","Parentucellia latifolia"
"Parlon","Paraleucobryum longifolium"
"Parlug","Pardosa lugubris"
"Parmaj","Parus major"
"Parmer","Parattetix meridionalis"
"Parmon","Pardosa monticola"
"Parpal","Parnassia palustris"
"Parpar","Paromalus parallelepipedus"
"Parpla","Parasemia plantaginis"
"Parpol","Paronychia polygonifolia var. polygonifolia"
"Parpro","Pardosa proxima"
"Parqua","Paris quadrifolia"
"Partab","Paranthrene tabaniformis"
"Partrc","Paracinema tricolor bisignata"
"Partri","Paracolax tristalis"
"Paruni","Parabuteo unicinctus"
"Pasdil","Paspalum dilatatum"
"Pasdom","Passer domesticus"
"Pasmon","Passer montanus"
"Paspas","Paspalum paspalodes"
"Passat","Pastinaca sativa subsp. sylvestris"
"Pauery","Paucgraphia erythrina"
"Pedder","Pediacus dermestoides"
"Pedhis","Pediasia hispanica"
"Pedint","Pedinophyllum interruptum"
"Pedpub","Pedostrangalia pubescens"
"Pedrev","Pedostrangalia revestita"
"Pedsch","Pedicularis schizocalyx"
"Pedsyl","Pedicularis sylvatica subsp. sylvatica"
"Pelcul","Pelobates cultripes"
"Pelend","Pellia endiviifolia"
"Pelepi","Pellia epiphylla"
"Pelono","Pelecanus onocrotalus"
"Pelper","Pelophylax perezi"
"Pelpun","Pelodytes punctatus"
"Pelruf","Pelecanus rufescens"
"Pemgen","Pempelia genistella"
"Penbad","Pentaria badia"
"Penfir","Pennithera firmata"
"Penruf","Penetretus rufipennis"
"Peralb","Perizoma albulatum"
"Peranc","Peridea anceps"
"Perapi","Pernis apivorus"
"Perate","Periparus ater"
"Perdid","Perizoma didymatum"
"Perhyd","Perizoma hydrata"
"Perhyr","Perizoma hydratum"
"Perili","Peribatodes iliciarius"
"Perman","Peribatodes manuelarius"
"Permar","Perla marginata"
"Perper","Perdix perdix"
"Perpev","Peribatodes perversarius"
"Perrho","Peribatodes rhomboidarius"
"Persau","Peridroma saucia"
"Persec","Peribatodes secundarius"
"Perspp","Pericoma spp."
"Perstr","Perconia strigillaria"
"Petchl","Petrophora chlorosata"
"Petcri","Petroselinum crispum"
"Petnan","Petrorhagia nanteuilii"
"Petnar","Petrophora narbonea"
"Petpet","Petronia petronia"
"Petpro","Petrorhagia prolifera"
"Peucar","Peucedanum carvifolia"
"Peuoff","Peucedanum officinales subsp. officinale"
"Phaaru","Phalaris arundinacea subsp. arundinacea"
"Phabuc","Phalera bucephala"
"Phacan","Phalaris canariensis"
"Phacar","Phalacrocorax carbo"
"Phacoc","Phaedon cochleariae"
"Phacol","Phasianus colchicus"
"Phacus","Phascum cuspidatum var. cuspidatum"
"Phacya","Phaenops cyaneus"
"Phaful","Phalaropus fulicarius"
"Phaopp","Phalacrocarpon oppositifolium"
"Pharup","Phagnalon rupestre"
"Phasax","Phagnalon saxatile"
"Phasor","Phagnalon sordidum"
"Pheari","Phengaris arion"
"Phetre","Pheosia tremula"
"Phiadd","Philonthus addendus"
"Phiang","Phillyrea angustifolia"
"Phical","Philonotis calcarea"
"Phicam","Philopedon cameronense"
"Phicap","Philonotis capillaris"
"Phicog","Philonthus cognatus"
"Phicon","Philonthus concinnus"
"Phiema","Philodromus emarginatus"
"Phifen","Philonthus fenestratus"
"Phifon","Philonotis fontana"
"Phigua","Philochthus guadarramensis"
"Phigut","Philochthus guttula"
"Phiint","Philonthus intermedius"
"Philat","Phillyrea latifolia"
"Phimar","Philonthus marginatus"
"Phipar","Philonthus parvicornis"
"Phipol","Philonthus politus"
"Phipug","Philomachus pugnax"
"Phiqui","Philonthus quisquilarius"
"Phiruf","Philonthus rufipes"
"Phiser","Philonotis seriata"
"Phisor","Philorinum sordidum"
"Phispl","Philonthus splendens"
"Phisuc","Philonthus succicola"
"Phitom","Philonotis tomentella"
"Phitra","Philereme transversata"
"Phivar","Philonthus varians"
"Phiven","Philonthus ventralis"
"Phivet","Philereme vetulata"
"Phlalp","Phleum alpinum subsp. alpinum"
"Phlal2","Phleum alpinum subsp. rhaeticum"
"Phlher","Phlomis herba-venti"
"Phllyc","Phlomis lychnitis"
"Phlmet","Phlogophora meticulosa"
"Phlphl","Phleum phleoides"
"Phlpra","Phleum pratense"
"Phlpr2","Phleum pratense subsp. pratense"
"Phlpr3","Phleum pratense subsp. bertolonii"
"Phlpus","Phloeonomus pusillus"
"Phlten","Phloiotrya tenuis"
"Phlter","Phloeopora teres"
"Phoatr","Phosphuga atrata"
"Phooch","Phoenicurus ochruros"
"Phopho","Phoenicurus phoenicurus"
"Phoros","Phoenicopterus roseus"
"Phraus","Phragmites australis"
"Phrful","Phragmatobia fuliginosa"
"Phrvil","Phradonoma villosulum"
"Phrvit","Phratora vitellinae"
"Phxphx","Phoxinus phoxinus"
"Phyabb","Phylan abbreviatus wankai"
"Phyaff","Phytoecia affinis"
"Phybon","Phylloscopus bonelli"
"Phycae","Phytoecia caeruela"
"Phycoe","Phytoecia coerulea"
"Phycol","Phylloscopus collybita"
"Phycor","Physospermum cornubiense"
"Phyery","Phytoecia erythrocnema"
"Phyhem","Phyteuma hemisphaericum"
"Phyibe","Phylloscopus ibericus"
"Phyict","Phytoecia icterica"
"Phyiop","Phyllodrepa ioptera"
"Phyker","Phyllodesma kermesifolia"
"Phymes","Phyllonoricter mesaniella"
"Phynig","Phytoecia nigricornis"
"Phynir","Phyllodrepa nigra"
"Phyoch","Phyllotreta ochripes"
"Phyorb","Phyteuma orbiculare"
"Phypus","Phytoecia pustulata"
"Phypyr","Phyteuma pyrenaicum"
"Phyrob","Phycita roborella"
"Phyruf","Phymatodes rufipes"
"Physco","Phyllitis scolopendrium subsp. scolopendrium"
"Physib","Phylloscopus sibilatrix"
"Phytes","Phymatodes testaceus"
"Phytro","Phylloscopus trochilus"
"Phyvil","Phyllodrepa vilis"
"Phyvir","Phytoecia virgula"
"Picabi","Picea abies subsp. abies"
"Picaca","Picnomon acarna"
"Picech","Picris echioides"
"Pichie","Picris hieracioides"
"Pichis","Picris hispanica"
"Picpic","Pica pica"
"Picvir","Picus viridis"
"Piebra","Pieris brassicae"
"Pienap","Pieris napi"
"Pierap","Pieris rapae"
"Pilsp.","Pilosella sp."
"Pimgra","Pimpinella gracilis"
"Pimgr2","Pimpinella gracilis subsp. puberula"
"Pimmaj","Pimpinella major"
"Pimsax","Pimpinella saxifraga"
"Pimvil","Pimpinella villosa"
"Pingra","Pinguicula grandiflora subsp. grandiflora"
"Pinhal","Pinus halepensis"
"Pinlus","Pinguicula lusitanica"
"Pinnig","Pinus nigra"
"Pinpie","Pinus pinea"
"Pinpin","Pinus pinaster"
"Pinsyl","Pinus sylvestris"
"Pinunc","Pinus uncinata"
"Pinvul","Pinguicula vulgaris"
"Pipkuh","Pipistrellus kuhlii"
"Pipmil","Piptatherum miliaceum"
"Pippar","Piptatherum paradoxum"
"Pippip","Pipistrellus pipistrellus"
"Pippyg","Pipistrellus pygmaeus"
"Piscas","Pisidium casertanum"
"Piscat","Pissodes castaneus"
"Pishis","Pistorinia hispanica"
"Pislen","Pistacia lentiscus"
"Pismir","Pisaura mirabilis"
"Pisper","Pisidium personatum"
"Pispii","Pissodes piniphilus"
"Pispin","Pissodes pini"
"Pissat","Pisum sativum subsp. elatius"
"Pister","Pistacia terebinthus"
"Pisval","Pissodes validirostris"
"Pitbid","Pityogenes bidentatus"
"Pitbuy","Pityophthorus buyssoni"
"Pitfer","Pityophagus ferrugineus"
"Pitlae","Pityophagus laevior"
