"Código","Nombre oficial","Autor","Definición oficial"
"152010","Lepidion subulati","Bellot & Rivas Goday in Rivas Goday, Borja, Monasterio, Galiano, Rigual & Rivas-Martínez 1957","Matorrales gipsícolas termo-supramediterráneos semiárido-secos mediterráneo central ibéricos y murciano-almerienses (estepas yesosas)"
"152011","Helianthemo thibaudii-Gypsophiletum hispanicae","Rivas Goday, Borja, Monasterio, Galiano, Rigual & Rivas-Martínez 1957 corr. Rivas-Martínez, Báscones, T.E. Díaz, Fernández-González & Loidi 1991","Matorrales gipsícolas mesomediterráneos semiárido-secos bajo aragoneses"
"152012","Ononidetum tridentatae","Br.-Bl. & O. Bolòs 1958","Matorrales gipsícolas bardeno-monegrinos de Ononis tridentata"
"152013","Salvio lavandulifoliae-Gypsophiletum hispanicae","Rivas Goday in Rivas Goday, Borja, Monasterio, Galiano, Rigual & Rivas-Martínez 1957","Matorrales gipsícolas meso-supramediterráneos seco-semiáridos maestracenses y bilbilitanos"
"152020","Lepidion subulati","Bellot & Rivas Goday in Rivas Goday, Borja, Monasterio, Galiano, Rigual & Rivas-Martínez 1957","Matorrales gipsícolas meso-supramediterráneos secos castellanos (estepas yesosas)"
"152021","Gypsophilo struthii-Centaureetum hyssopifoliae","Rivas Goday, Borja, Monasterio, Galiano, Rigual & Rivas-Martínez 1957","Matorrales gipsícolas mesomediterráneos manchegos"
"152022","Gypsophilo struthii-Ononidetum edentulae","Costa, Peris & Figuerola in Costa & Peris 1985","Matorrales gipsícolas mesomediterráneos setabenses y manchego-xucrenses"
"152023","Herniario fruticosae-Teucrietum floccosi","Rivas-Martínez & Costa 1970","Tomillares gipsícolas mesomediterráneos manchegos"
"152025","Thymo gypsicolae-Ononidetum tridentatae","Rivas-Martínez & G. López in G. López 1976","Matorrales gipsícolas meso-supramediterráneos manchegos y celtibérico-alcarreños"
"152030","Gypsophilo-Santolinenion viscosae"," (Rivas Goday & Esteve 1958) Díaz-Ga­rretas, Fernández-González & Asensi 1998","Tomillares gipsícolas termo-mesomediterráneos semiáridos almerienses y manchego-espunenses"
"152031","Helianthemo alypoidis-Gypsophiletum struthii","(Rivas Goday & Esteve 1968) Alcaraz, T.E. Díaz, Rivas-Martínez & P. Sánchez 1989","Tomillares gipsícolas termomediterráneos almerienses occidentales"
"152032","Helianthemo alypoidis-Gypsophiletum struthii","(Rivas Goday & Esteve 1968) Alcaraz, T.E. Díaz, Rivas-Martínez & P. Sánchez 1989","Tomillares gipsícolas termomediterráneos almerienses occidentales"
"152033","Jurineo pinnatae-Gypsophiletum struthii","(Rivas Goday & Esteve 1968) Peinado, Alcaraz & Martínez-Parras 1992","Tomillares gipsícolas mesomediterráneos guadijeño-bacenses"
"152034","Lepidio subulati-Teucrietum balthazaris","Alcaraz, P. Sánchez, De la Torre, Ríos & J. Alvarez 1991","Tomillares gipsícolas mesomediterráneos semiáridos manchego-espunenses"
"152035","Santolino viscosae-Gypsophiletum struthii","Rivas Goday & Esteve 1968","Tomillares gipsícolas mesomediterráneos almerienses occidentales"
"152036","Teucrio balthazaris-Santolinetum viscosae","Peinado, Alcaraz & Martínez-Parras 1992","Tomillares gipsícolas mesomediterráneos semiáridos almerienses orientales"
"152040","Lepidion subulati","Bellot & Rivas Goday in Rivas Goday, Borja, Monasterio, Galiano, Rigual & Rivas-Martínez 1957","Matorrales gipsícolas termo-supramediterráneos semiárido-secos mediterráneo central ibéricos y murciano-almerienses (estepas yesosas)"
"152041","Helianthemo thibaudii-Teucrietum verticillati","Rivas Goday & Rigual in Rivas Goday, Borja, Monasterio, Galiano, Rigual & Rivas-Martínez 1957 corr. Díez-Garretas, Fernández-González & Asensi 1996","Tomillares gipsícolas termo-mesomediterráneos seco-semiáridos setabenses meridionales, murciano septentrionales y manchego-murcianos."
"152042","Helianthemo thibaudii-Teucrietum lepicephali","Rivas Goday & Rigual 1958 corr. Alcaraz, T.E. Díaz, Rivas-Martínez & P. Sánchez 1989","Tomillares gipsícolas termomediterráneos semiáridos alicantinos"
"152043","Teucrio verticillati-Thymetum pallentis","Bellot, Esteve & Rivas Goday in Rivas Goday & Esteve 1968","Tomillares gipsícolas termo-mesomediterráneos semiáridos-secos murciano meridionales"
"152044","Thymo moroderi-Teucrietum verticillati","Rivas Goday & Rigual in Rivas Goday, Borja, Monasterio, Galiano, Rigual & Rivas-Martínez ex Alcaraz, P. Sánchez, De la Torre, Ríos & J. Alvarez 1991","Tomillares gipsícolas termo-mesomediterráneos semiáridos alicantinos"
"152050","Xero-Aphyllanthenion","Rivas Goday & Rivas-Martínez 1969 em. Izco & A. Molina 1989","Matorrales basófilos meso-supramediterráneos seco-subhúmedos castellanos (matorrales gipsícolas)"
"152051","Lino differentis-Lepidietum subulati","Rivas Goday in Rivas Goday, Borja, Monasterio, Galiano, Rigual & Rivas-Martínez 1957 corr. Rivas-Martínez, T.E. Díaz, Fernández González, Izco, Loidi, Lousã & Penas 2002","Tomillares gipsícolas supramediterráneos castellano-durienses"
"152052","Sideritido linearifoliae-Gypsophiletum hispanicae","A. Molina, Loidi & Fernández-González 1993","Tomillares gipsícolas supramediterráneos riojanos"
"161010","Elytrigienion junceae","Rivas-Martínez, Costa, Castroviejo & E. Valdés 1980 nom. mut. propos.","Comunidad de dunas primarias, móviles o embrionarias mediterráneas"
"161011","Cypero mucronati-Agropyretum juncei","Kühnholtz ex Br.-Bl. 1933","Pastizales mediterráneo-tirrénicos de las dunas embrionarias de playas arenosas"
"161012","Euphorbio paraliae-Agropyretum junceiformis","Tüxen in Br.-Bl. & Tüxen 1952 corr. Darimont, Duvigneaud & Lambinon 1962","Pastizales de dunas embrionarias gaditano-onubo-algarvienses, cántabro-atlánticos y britano-atlánticos meridionales"
"161013","Euphorbio paraliae-Cyperetum kallii","Sunding 1972","Comunidad de Lechetrezna de la mar y Junco marino"
"161014","Ononido tournefortii-Cyperetum capitati","Wildpret, Del Arco & Acebes in Del Arco, Acebes & Wildpret 1983","Pastizales sabulícolas litorales tinerfeños"
"161015","Polycarpaeo niveae-Lotetum lancerottensis","Esteve 1968","Matorralito de saladillo-corazoncillo"
"162010","Ammophilion australis","Br.-Bl. 1921 corr. Rivas-Martínez, Costa & Izco in Rivas-Martínez, Lousã, T.E. Díaz, Fernández-González & J.C. Costa 1990","Barronales de dunas blancas"
"162011","Loto cretici-Ammophiletum australis","Rivas-Martínez 1965 corr. Rivas-Martínez, T.E. Díaz, Fernández-González, Izco, Loidi, Lousa & Penas 2002","Barronales levantinos de las crestas de dunas costeras."
"162012","Medicagini marinae-Ammophiletum australis","Br.-Bl. 1921 corr. F. Prieto & T.E. Díaz 1991","Barronales pitíusicos de crestas de dunas vivas."
"162013","Otantho maritimi-Ammophiletum australis","Géhu & Tüxen 1975 corr. Rivas-Martínez, Lousã, T.E. Díaz, Fernández-González & J.C. Costa 1990","Barronales de dunas blancas o semifijas en las costas del litoral atlántico"
"163310","Crucianellion maritimae","Rivas Goday & Rivas-Martínez 1958","Matorrales de dunas grises, terciarias o fijas mediterráneas occidentales con rubia marina (comunidades atlánticas)"
"163311","Artemisio crithmifoliae-Armerietum pungentis","Rivas Goday & Rivas-Martínez 1958","Matorrales sobre arenas estabilizadas gaditano-onubense-litorales y algíbicas"
"163312","Iberidetum procumbentis","Bellot 1968","Matorral de dunas fijas o pardas galaico-portuguesas"
"163313","Helichryso stoechadis-Koelerietum arenariae","Loriente 1974","Matorrales de dunas consolidadas santanderino-vizcaínas"
"163320","Traganion moquini","Sunding 1972","Matorrales nitrófilos de arenas"
"163321","Atriplici-Chenoleoidetum tomentosae","Rivas-Martínez, Wildpret, Del Arco, O. Rodríguez, Pérez de Paz, García-Gallo, Acebes, T.E. Díaz & Fernández-González 1993","Matorrales nitrófilos de dunas"
"163323","Traganetum moquini","Sunding 1972","Matorral de Balancón"
"163710","Thero-Airion","Tüxen & Oberdorfer 1958 em. Rivas-Martínez 1978","Pastizales anuales silicícolas eurosiberianos (comunidades de dunas fijas)"
"163711","Asterolino lino-stellati-Rumicetum bucephalophori","T.E. Díaz & F. Navarro 1978","Pastizales de las dunas fijas calcáreas cántabro-atlánticas (comunidades de dunas fijas)"
"163712","Petrorhagio-Trifolietum arvensis","T.E. Díaz & F. Navarro 1978","Pastizales de las dunas fijas silíceas cántabro-atlánticas (comunidades de dunas fijas)"
"171010","Crucianellion maritimae","Rivas Goday & Rivas-Martínez 1958","Matorrales de dunas grises o pardas, estabilizadas del sur de la Península Ibérica  (comunidades mediterráneas)"
"171011","Crucianelletum maritimae","Br.-Bl. 1933","Matorral de los valles interdunares de la costa mediterránea."
"171012","Loto cretici-Crucianelletum maritimae","Alcaraz, T.E. Díaz, Rivas-Martínez & P. Sánchez 1989","Matorrales termomediterráneos de dunas estabilizadas de Levante y Baleares."
"171013","Ononido crispae-Scrophularietum minoricensis","O. Bolòs, Molinier & P. Montserrat 1970","Matorral de dunas menorquinas consolidadas"
"171014","Ononido natricis-Scrophularietum ramosissimae","Llorens ined.","Matorral de Ononis natrix y Scrophularia ramosissima"
"173010","Anthyllido hamosae-Malcolmion lacerae","Rivas Goday 1958 em. Rivas-Martínez 1978","Pastizales anuales sabulícolas de los arenales costeros iberoatlánticos"
"173011","Erodio laciniati-Maresietum nanae","Rivas Goday 1958 corr. Costa, Díez-Garretas, P. Soriano & Pérez-Badia in Pérez-Badia 1997","Pastizales anuales sabulícolas valencianos y setabenses"
"173012","Wahlenbergio nutabundae-Loeflingietum pentandrae","Alcaraz, Díez-Garretas & Asensi in Ferre, Díez-Garretas & Asensi 1985","Pastizales anuales sabulícolas almerienses"
"173020","Linarion pedunculatae","Díez-Garretas, Asensi & Esteve in Díez-Garretas 1984",""Pastizales anuales sabulícolas y halófilos del litoral iberoatlántico yandaluz""
"173021","Linario donyanae-Loeflingietum baeticae","Rivas-Martínez, Costa, Castroviejo & E. Valdés 1980","Pastizales anuales sabulícolas gaditano-onubenses"
"173022","Triplachno nitentis-Silenetum ramosissimae","Peinado, Martínez-Parras, Alcaraz, Garre & Cruz 1985","Pastizales anuales sabulícolas y halófilos del litoral murciano-almeriense"
"173023","Triplachno nitentis-Silenetum ramosissimae","Peinado, Martínez-Parras, Alcaraz, Garre & Cruz 1985","Pastizales anuales sabulícolas y halófilos del litoral murciano-almeriense"
"173024","Violo henriquesii-Silenetum littoreae","Izco, P. & J. Guitián 1988","Pastizales anuales sabulícolas y halófilos del litoral galaico-portugués"
"173030","Alkanno-Maresion nanae","Rivas Goday ex Rivas Goday & Rivas-Martínez 1963 corr. Díez-Garretas, Asensi & Rivas-Martínez 2001","Pastizales anuales sabulícolas y halófilos del litoral tirrénico"
"173031","Chaenorhino formenterae-Silenetum cambessedesii","Rivas-Martínez, Costa & Loidi 1992","Pastizales anuales sabulícolas del litoral pitiúsico"
"173032","Desmazerio marinae-Medicaginetum inermis","Curcó 1990","Pastizales anuales sabulícolas del litoral tarraconense"
"173033","Erodio laciniati-Maresietum nanae","Rivas Goday 1958 corr. Costa, Díez-Garretas, P. Soriano & Pérez-Badia in Pérez-Badia 1997","Pastizales de arenales costeros móviles termomediterráneos valencianos y setabenses"
"173035","Vulpiello tenuis-Cutandietum maritimae","Rivas-Martínez, Costa & Loidi 1992","Pastizales anuales sabulícolas y halófilos baleares"
"173036","Laguro ovati-Silenetum balearicae","Llorens & Gil in Rivas-Martínez, T.E. Díaz, Fernández González, Izco, Loidi, Lousã & Penas 2002","Pastizales anuales sabulícolas del litoral mallorquín"
"173037","Comunidad de Maresia nana y Vulpia membranacea","","Pastizales anuales de Maresia nana y Vulpia membranacea"
"173038","Comunidad de Lotus halophilus y Linaria pedunculata","","Pastizales anuales de Lotus halophilus y Linaria pedunculata"
"175010","Juniperion turbinatae","Rivas-Martínez 1975 corr. 1987","Enebrales acidófilos mediterráneo-occidentales"
"175011","Asparago-Juniperetum macrocarpae","R. & R. Molinier ex O. Bolòs 1962","Sabinar dunar acidófilo"
"175012","Clematido balearicae-Juniperetum lyciae","(O. Bolòs, Molinier & P. Montserrat 1970) Rivas-Martínez 1975","Sabinar dunar acidófilo balear"
"175013","Coremato albi-Juniperetum macrocarpae","M.B. Crespo, de la Torre, Alcaraz, Costa & Solanas in Rivas-Martínez, T.E. Díaz, Fernández-González, Izco, Loidi, Lousã & Penas 2002","Arbusteda con sabinas de dunas errantes alicantinas"
"175014","Juniperetum lyciae","Molinier ex O. Bolòs 1967","Sabinar dunar acidófilo balear"
"175015","Osyrio quadripartitae-Juniperetum turbinatae","Rivas-Martínez ex Rivas-Martínez, Lousã, T.E. Díaz, Fernández-González & J.C. Costa 1990","Sabinar acidófilo de dunas fijas gaditano-onubenses y divisorio-portuguesas"
"175016","Phillyreo angustifoliae-Rhamnetum angustifoliae","Costa & Mansanet 1981","Matorral acidófilo de dunas fijas valenciano tarraconense"
"175017","Phillyreo mediae-Rhamnetum angustifoliae","Llorens & Gil ined.","Matorral de Phillyrea media y Rhamnus angustifolia"
"175018","Rhamno angustifoliae-Juniperetum turbinatae","Rivas-Martínez ex Freitag 1971 corr. Alcaraz, T.E. Díaz, Rivas-Martínez & P. Sánchez 1989","Sabinar dunar costero acidófilo murciano-almeriense"
"175019","Rhamno oleoidis-Juniperetum macrocarpae","Rivas-Martínez 1965","Bosquete acidófilo de dunas fijas almerienses y gaditano onubenses"
"176010","Oleo-Ceratonion siliquae","Br.-Bl. ex Guinochet & Drouineau 1944 em. Rivas-Martínez 1975","Matorrales de margen de bosque y maquias seriales basófilos baleárico-provenzales y empordaneses (comunidades de dunas)"
"176020","Rubio longifoliae-Coremation albi","Rivas-Martínez in Rivas-Martínez, Costa, Castroviejo & E. Valdés 1980","Matorral dunar de camariñas lusitano-andaluz-litoral y galaico-portugués"
"176021","Rubio longifoliae-Corematetum albi","Rivas-Martínez in Rivas-Martínez,Costa, Castroviejo & E. Valdés 1980","Matorral dunar de camariñas lusitano-andaluz-litoral y galaico-portugués"
"176022","Festuco-Corematetum albi","M.A. Giménez & J.M. Losa in J.M. Losa 1975","Matorral de camariñas, compostelano miñense"
"176030","Coremation albi","Rothmaler 1943","Matorral de camariñas"
"176031","Halimio halimifolii-Stauracanthetum genistoidis","Rivas-Martínez, Costa,Castroviejo & E. Valdés 1980","Jaguarzal o monte blanco onubense"
"176032","Thymo albicantis-Stauracanthetum genistoidis","Galán, I.Sánchez & Vicente 1997","Tojal sabulícola gaditano"
"176040","Halimienion halimifolii","Rivas-Martínez & Costa in Rivas-Martínez, Costa, P. Soriano, Pérez-Badia, Llorens & Roselló 1992","Matorrales psammófilos costeros valenciano-catalano-provenzal y baleáricos"
"176041","Helianthemo serrae-Micromerietum microphyllae","Llorens & Gil in Rivas-Martínez, Costa, P. Soriano, Pérez-Badia, Llorens & Roselló 1992","Tomillares sabulícolas termomediterráneos mallorquino-meridionales"
"176042","Sideritido chamaedryfoliae-Teucrietum dunensis","De la Torre & Alcaraz 1994","Tomillares sabulícolas mesomediterráneos ayorano-villenenses"
"176043","Teucrio belionis-Halimietum halimifolii","Costa & Mansanet 1981","Jaguarzales psammófilos termomediterráneos setabenses"
"176044","Teucrio dunensis-Helianthemetum capitis-felis","Rivas-Martínez & Costa in Rivas-Martínez, Costa, P. Soriano, Pérez-Badia, Llorens & Roselló 1992","Tomillares psammófilos termomediterráneos mallorquines meridionales"
"176045","Teucrio dunensis-Thymelaeetum velutinae","(O. Bolòs & Molinier 1958) Rivas-Martínez, Costa & Llorens in Rivas-Martínez, Costa, P. Soriano, Pérez-Badia, Llorens & Roselló 1992","Tomillares sabulícolas termomediterráneos mallorquines septentrionales"
"176050","Thymo moroderi-Sideritidion leucanthae","O. Bolòs 1957 corr. Alcaraz, T.E. Díaz, Rivas-Martínez & P. Sánchez 1989","Tomillares termomediterráneos árido-semiáridos alicantino-murcianos (comunidades de dunas)"
"176051","Teucrio belionis-Helianthemetum scopulorum","Peinado, Martínez-Parras, Alcaraz, Garre & Cruz 1985","Tomillares sabulícolas termomediterráneos semiáridos almeriense-occidentales"
"176060","Thymo moroderi-Sideritidion leucanthae","O. Bolòs 1957 corr. Alcaraz, T.E. Díaz, Rivas-Martínez & P. Sánchez 1989","Tomillares termomediterráneos árido-semiáridos alicantino-murcianos"
"176061","Anthyllido terniflorae-Teucrietum dunensis","Peinado, Alcaraz & Martínez-Parras 1992","Tomillares sabulícolas termomediterráneos alicantinos"
"176062","Helianthemo marminorensis-Teucrietum dunensis","Peinado, Alcaraz & Martínez-Parras 1992","Tomillares sabulícolas termomediterráneos murciano-meridionales"
"176070","Rosmarinion officinalis","Br.-Bl. ex Molinier 1934","Matorrales basófilos termo-mesomediterráneos valenciano-catalano provenzal y baleáricos (matorrales de dunas y arenales costeros)"
